Subsystem;FlagDR;Name;Role;Module1;Module2;Module3;
Hexuronates utilization HMP;1;UxuB;D-mannonate oxidoreductase (EC 1.1.1.57);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxaC;Uronate isomerase (EC 5.3.1.12);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxaB;Altronate oxidoreductase (EC 1.1.1.58);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxaA;Altronate dehydratase (EC 4.2.1.7);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxaE;Novel D-tagaturonate epimerase;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;Udh;Uronate dehydrogenase (EC 1.1.1.203);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxuL;predicted Galactarolactonase;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;ExuT;Hexuronate transporter;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;ExuT2;Predicted hexuronate transporter, GPH family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxuP;TRAP-type hexuronate transport system, periplasmic component;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxuQ;TRAP-type hexuronate transport system, small permease component;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxuM;TRAP-type hexuronate transport system, large permease component;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxaT;Galacturonate transporter UxaT;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UidA;Beta-glucuronidase (EC 3.2.1.31);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UidB2;Glucuronide permease;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UidB1;Glucuronide transporter UidB;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;Pgl;Polygalacturonase (EC 3.2.1.15);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;PelX;Exopolygalacturonate lyase (EC 4.2.2.9);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;PelA;Pectate lyase precursor (EC 4.2.2.2);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;Ogl;Oligogalacturonate lyase (EC 4.2.2.6);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;TogMN;Oligogalacturonide ABC transporter, inner membrane permease;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;TogA;Oligogalacturonide ABC transporter, ATP-binding component;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;TogB;Oligogalacturonide ABC transporter, solute-binding periplasmic protein;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;OglP;Predicted oligogalacturonate TRAP transporter, substrate-binding subunit;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;OglQ;Predicted oligogalacturonate TRAP transporter, small transmembrane subunit;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;OglM;Predicted oligogalacturonate TRAP transporter, large transmembrane subunit;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;TogT;Oligogalacturonide transporter;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;KdgM;Oligogalacturonate-specific porin protein KdgM;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxuF;Predicted Galactarolactonase and Glucarolactonase;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;Gci;D-galactarolactone cycloisomerase (EC 5.5.1.27);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;Gli;D-galactarolactone isomerase (EC 5.4.1.4);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;PelB;Pectate lyase (EC 4.2.2.2);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;PelL;Pectate lyase L precursor (EC 4.2.2.2);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;PelC;Pectate lyase B precursor (EC 4.2.2.2);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;PelD;Pectate lyase A precursor (EC 4.2.2.2);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Pectin catabolism;
Hexuronates utilization HMP;1;RhiN;Unsaturated rhamnogalacturonyl hydrolase (EC 3.2.1.172);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Hexuronates utilization HMP;1;YesX;Rhamnogalacturonan endolyase (EC 4.2.2.23);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Hexuronates utilization HMP;1;KdgF;Pectin degradation protein KdgF;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Rhamnogalacturonides catabolism;
Hexuronates utilization HMP;1;RhiA;Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiB;Predicted rhamnogalacturonide-specific TRAP-type transporter, small transmembrane component RhiB;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiC;Predicted rhamnogalacturonide-specific TRAP-type transporter, large transmembrane component RhiC;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiX;Predicted rhamnogalacturonide TRAP-type transporter, periplasmic component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiY;Predicted rhamnogalacturonide TRAP-type transporter, small permease component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiZ;Predicted rhamnogalacturonide TRAP-type transporter, large permease component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;RhiT;Rhamnogalacturonide transporter RhiT;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Hexuronates utilization HMP;1;GntP;Fructuronate transporter GntP;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;AltT;Predicted altronate transporter, KdgT-related;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UidB3;Predicted beta-glucuronide-specific PTS system, IIABC components;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;LplD;alpha-galacturonidase (EC 3.2.1.67);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;0;UxuR2;Predicted regulator for glucuronate utilization, LacI family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;HexR;Predicted regulator for galacturonate utilization, LacI family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;UxuR;Uxu operon transcriptional regulator;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;ExuR2;Predicted regulator for galacturonate utilization, GntR family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;RgdR;DNA-binding response regulator of rhamnogalacturonides/oligogalacturonides utilization, AraC family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;TogR;Two-component transcriptional response regulator for oligogalacturonate utilizaion, LuxR family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;UidR;Predicted transcriptional regulator for beta-glucuronide utilization, AraC family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;UxuR3;Predicted regulator for glucuronate utilization, GntR family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;0;ExuR;Hexuronate utilization transcriptional regulator, GntR family;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates regulation;
Hexuronates utilization HMP;1;UxaC2;Uronate isomerase, family BH0493 (EC 5.3.1.12);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxaE2;Predicted D-tagaturonate epimerase;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;Agl;Predicted Alpha-glucuronidase (EC 3.2.1.139), glycoside hydrolase family 31;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;ExuA;Predicted hexuronate ABC transporter, ATP-binding component;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;ExuC;Predicted hexuronate ABC transporter, inner membrane permease;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;ExuB;Predicted hexuronate ABC transporter, solute-binding periplasmic protein;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;ExuD;Predicted hexuronate ABC transporter, permease protein;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;LgoT;Predicted L-galactonate transporter;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;LgoD;L-galactonate oxidoreductase (EC 1.1.1.414) @ L-gulonate 5-dehydrogenase (EC 1.1.1.380);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
Hexuronates utilization HMP;1;UxuT;Predicted hexuronate MFS-type transporter;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates uptake;
Hexuronates utilization HMP;1;UxuE;Predicted D-mannonate epimerase;Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaA;N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25);Carbohydrate metabolism;N-Acetyl-Galactosamine and Galactosamine utilization;N-Acetyl-Galactosamine and Galactosamine catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaS;Galactosamine-6-phosphate isomerase (EC 5.3.1.-);Carbohydrate metabolism;N-Acetyl-Galactosamine and Galactosamine utilization;N-Acetyl-Galactosamine and Galactosamine catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaK;N-acetylgalactosamine kinase, ROK-type (EC 2.7.1.157);Carbohydrate metabolism;N-Acetyl-Galactosamine and Galactosamine utilization;N-Acetyl-Galactosamine and Galactosamine catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaI;Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-);Carbohydrate metabolism;N-Acetyl-Galactosamine and Galactosamine utilization;N-Acetyl-Galactosamine and Galactosamine catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaZ;Tagatose-6-phosphate kinase (EC 2.7.1.144);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;AgaY;Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
N-Acetyl-Galactosamine and Galactosamine Utilization HMP;1;GalNAc_b;PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;N-Acetyl-Galactosamine and Galactosamine utilization;N-Acetyl-Galactosamine and Galactosamine uptake;
